student_id,student_name,department,year
94,Student_094,Department_X,2
95,Student_095,Department_X,3
96,Student_096,Department_X,2
97,Student_097,Department_X,1
98,Student_098,Department_X,2
99,Student_099,Department_X,2
100,Student_100,Department_X,2
101,Student_101,Department_X,3
102,Student_102,Department_X,1
103,Student_103,Department_X,3
104,Student_104,Department_X,2
105,Student_105,Department_X,3
106,Student_106,Department_X,1
107,Student_107,Department_X,1
108,Student_108,Department_X,2
109,Student_109,Department_X,2
110,Student_110,Department_X,3
111,Student_111,Department_X,1
112,Student_112,Department_X,1
113,Student_113,Department_X,3
114,Student_114,Department_X,1
115,Student_115,Department_X,2
116,Student_116,Department_X,2
117,Student_117,Department_X,3
118,Student_118,Department_X,3
119,Student_119,Department_X,3
120,Student_120,Department_X,2
121,Student_121,Department_X,3
122,Student_122,Department_X,1
123,Student_123,Department_X,3
124,Student_124,Department_X,1
125,Student_125,Department_X,2
126,Student_126,Department_X,1
127,Student_127,Department_X,1
128,Student_128,Department_X,1
129,Student_129,Department_X,2
130,Student_130,Department_X,1
131,Student_131,Department_X,1
132,Student_132,Department_X,3
133,Student_133,Department_X,3
134,Student_134,Department_X,3
135,Student_135,Department_X,1
136,Student_136,Department_X,1
137,Student_137,Department_X,2
138,Student_138,Department_X,1
139,Student_139,Department_X,1
140,Student_140,Department_X,2
141,Student_141,Department_X,1
142,Student_142,Department_X,2
143,Student_143,Department_X,2
144,Student_144,Department_X,3
145,Student_145,Department_X,1
146,Student_146,Department_X,3
147,Student_147,Department_X,1
148,Student_148,Department_X,3
149,Student_149,Department_X,2
150,Student_150,Department_X,2
151,Student_151,Department_X,2
152,Student_152,Department_X,2
153,Student_153,Department_X,1
154,Student_154,Department_X,1
155,Student_155,Department_X,3
156,Student_156,Department_X,1
157,Student_157,Department_X,1
158,Student_158,Department_X,3
159,Student_159,Department_X,2
160,Student_160,Department_X,3
161,Student_161,Department_X,3
162,Student_162,Department_X,2
163,Student_163,Department_X,3
164,Student_164,Department_X,3
165,Student_165,Department_X,3
166,Student_166,Department_X,1
167,Student_167,Department_X,2
168,Student_168,Department_X,2
169,Student_169,Department_X,3
170,Student_170,Department_X,1
171,Student_171,Department_X,2
172,Student_172,Department_X,2
173,Student_173,Department_X,3
174,Student_174,Department_X,3
175,Student_175,Department_X,3
176,Student_176,Department_X,2
177,Student_177,Department_X,3
178,Student_178,Department_X,3
179,Student_179,Department_X,3
180,Student_180,Department_X,1
181,Student_181,Department_X,3
182,Student_182,Department_X,2
183,Student_183,Department_X,3
184,Student_184,Department_X,2
185,Student_185,Department_X,1
186,Student_186,Department_X,1
187,Student_187,Department_X,3
188,Student_188,Department_X,2
189,Student_189,Department_X,3
190,Student_190,Department_X,3
191,Student_191,Department_X,2
192,Student_192,Department_X,2
193,Student_193,Department_X,2
194,Student_194,Department_X,2
195,Student_195,Department_X,2
196,Student_196,Department_X,1
197,Student_197,Department_X,1
198,Student_198,Department_X,1
199,Student_199,Department_X,2
200,Student_200,Department_X,2
201,Student_201,Department_X,2
202,Student_202,Department_X,3
203,Student_203,Department_X,1
204,Student_204,Department_X,1
205,Student_205,Department_X,3
206,Student_206,Department_X,3
207,Student_207,Department_X,1
208,Student_208,Department_X,2
209,Student_209,Department_X,1
210,Student_210,Department_X,2
211,Student_211,Department_X,1
212,Student_212,Department_X,1
213,Student_213,Department_X,3
214,Student_214,Department_X,3
215,Student_215,Department_X,2
216,Student_216,Department_X,2
217,Student_217,Department_X,1
218,Student_218,Department_X,3
219,Student_219,Department_X,2
220,Student_220,Department_X,2
221,Student_221,Department_X,2
222,Student_222,Department_X,1
223,Student_223,Department_X,2
224,Student_224,Department_X,2
225,Student_225,Department_X,3
226,Student_226,Department_X,3
227,Student_227,Department_X,3
228,Student_228,Department_X,1
229,Student_229,Department_X,3
230,Student_230,Department_X,3
231,Student_231,Department_X,3
232,Student_232,Department_X,3
233,Student_233,Department_X,2
234,Student_234,Department_X,1
235,Student_235,Department_X,2
236,Student_236,Department_X,2
237,Student_237,Department_X,1
238,Student_238,Department_X,2
239,Student_239,Department_X,3
240,Student_240,Department_X,1
241,Student_241,Department_X,2
242,Student_242,Department_X,2
243,Student_243,Department_X,3
244,Student_244,Department_X,2
245,Student_245,Department_X,2
246,Student_246,Department_X,2
247,Student_247,Department_X,1
248,Student_248,Department_X,1
249,Student_249,Department_X,2
250,Student_250,Department_X,2
251,Student_251,Department_X,3
252,Student_252,Department_X,1
253,Student_253,Department_X,1
254,Student_254,Department_X,1
255,Student_255,Department_X,2
256,Student_256,Department_X,3
257,Student_257,Department_X,3
258,Student_258,Department_X,2
259,Student_259,Department_X,2
260,Student_260,Department_X,3
261,Student_261,Department_X,3
262,Student_262,Department_X,1
263,Student_263,Department_X,2
264,Student_264,Department_X,1
265,Student_265,Department_X,3
266,Student_266,Department_X,1
267,Student_267,Department_X,3
268,Student_268,Department_X,3
269,Student_269,Department_X,1
270,Student_270,Department_X,2
271,Student_271,Department_X,1
272,Student_272,Department_X,1
273,Student_273,Department_X,2
274,Student_274,Department_X,2
275,Student_275,Department_X,1
276,Student_276,Department_X,3
277,Student_277,Department_X,1
278,Student_278,Department_X,3
279,Student_279,Department_X,2
280,Student_280,Department_X,2
281,Student_281,Department_X,3
282,Student_282,Department_X,1
283,Student_283,Department_X,2
284,Student_284,Department_X,3
285,Student_285,Department_X,3
286,Student_286,Department_X,1
287,Student_287,Department_X,3
288,Student_288,Department_X,3
289,Student_289,Department_X,1
290,Student_290,Department_X,2
291,Student_291,Department_X,2
292,Student_292,Department_X,2
293,Student_293,Department_X,3
294,Student_294,Department_X,3
295,Student_295,Department_X,1
296,Student_296,Department_X,3
297,Student_297,Department_X,3
298,Student_298,Department_X,2
299,Student_299,Department_X,3
300,Student_300,Department_X,3
301,Student_301,Department_X,3
302,Student_302,Department_X,1
303,Student_303,Department_X,3
304,Student_304,Department_X,1
305,Student_305,Department_X,2
306,Student_306,Department_X,3
307,Student_307,Department_X,1
308,Student_308,Department_X,2
309,Student_309,Department_X,3
310,Student_310,Department_X,1
311,Student_311,Department_X,1
312,Student_312,Department_X,2
313,Student_313,Department_X,3
314,Student_314,Department_X,3
315,Student_315,Department_X,3
316,Student_316,Department_X,1
317,Student_317,Department_X,3
318,Student_318,Department_X,1
319,Student_319,Department_X,1
320,Student_320,Department_X,2
321,Student_321,Department_X,1
322,Student_322,Department_X,2
323,Student_323,Department_X,2
324,Student_324,Department_X,3
325,Student_325,Department_X,2
326,Student_326,Department_X,3
327,Student_327,Department_X,2
328,Student_328,Department_X,1
329,Student_329,Department_X,3
330,Student_330,Department_X,1
331,Student_331,Department_X,3
332,Student_332,Department_X,1
333,Student_333,Department_X,2
334,Student_334,Department_X,3
335,Student_335,Department_X,3
336,Student_336,Department_X,3
337,Student_337,Department_X,2
338,Student_338,Department_X,1
339,Student_339,Department_X,2
340,Student_340,Department_X,2
341,Student_341,Department_X,2
342,Student_342,Department_X,1
343,Student_343,Department_X,2
344,Student_344,Department_X,3
345,Student_345,Department_X,2
346,Student_346,Department_X,1
347,Student_347,Department_X,3
348,Student_348,Department_X,1
349,Student_349,Department_X,2
350,Student_350,Department_X,1
351,Student_351,Department_X,3
352,Student_352,Department_X,1
353,Student_353,Department_X,3
354,Student_354,Department_X,3
355,Student_355,Department_X,2
356,Student_356,Department_X,2
357,Student_357,Department_X,3
358,Student_358,Department_X,1
359,Student_359,Department_X,3
360,Student_360,Department_X,2
361,Student_361,Department_X,1
362,Student_362,Department_X,3
363,Student_363,Department_X,2
364,Student_364,Department_X,3
365,Student_365,Department_X,3
366,Student_366,Department_X,3
367,Student_367,Department_X,1
368,Student_368,Department_X,2
369,Student_369,Department_X,2
370,Student_370,Department_X,3
371,Student_371,Department_X,3
372,Student_372,Department_X,3
373,Student_373,Department_X,1
374,Student_374,Department_X,2
375,Student_375,Department_X,3
376,Student_376,Department_X,2
377,Student_377,Department_X,3
378,Student_378,Department_X,2
379,Student_379,Department_X,3
380,Student_380,Department_X,1
381,Student_381,Department_X,3
382,Student_382,Department_X,3
383,Student_383,Department_X,3
384,Student_384,Department_X,3
385,Student_385,Department_X,3
386,Student_386,Department_X,2
387,Student_387,Department_X,2
388,Student_388,Department_X,1
389,Student_389,Department_X,3
390,Student_390,Department_X,2
391,Student_391,Department_X,2
392,Student_392,Department_X,3
393,Student_393,Department_X,3
394,Student_394,Department_X,1
395,Student_395,Department_X,1
396,Student_396,Department_X,2
397,Student_397,Department_X,1
398,Student_398,Department_X,2
399,Student_399,Department_X,1
400,Student_400,Department_X,3
401,Student_401,Department_X,1
402,Student_402,Department_X,2
403,Student_403,Department_X,1
404,Student_404,Department_X,2
405,Student_405,Department_X,2
406,Student_406,Department_X,1
407,Student_407,Department_X,1
408,Student_408,Department_X,2
409,Student_409,Department_X,3
410,Student_410,Department_X,1
411,Student_411,Department_X,2
412,Student_412,Department_X,3
413,Student_413,Department_X,2
414,Student_414,Department_X,1
415,Student_415,Department_X,2
416,Student_416,Department_X,2
417,Student_417,Department_X,2
418,Student_418,Department_X,1
419,Student_419,Department_X,3
420,Student_420,Department_X,3
421,Student_421,Department_X,3
422,Student_422,Department_X,3
423,Student_423,Department_X,1
424,Student_424,Department_X,2
425,Student_425,Department_X,3
426,Student_426,Department_X,3
427,Student_427,Department_X,1
428,Student_428,Department_X,2
429,Student_429,Department_X,2
430,Student_430,Department_X,3
431,Student_431,Department_X,3
432,Student_432,Department_X,2
433,Student_433,Department_X,1
434,Student_434,Department_X,2
435,Student_435,Department_X,2
436,Student_436,Department_X,3
437,Student_437,Department_X,1
438,Student_438,Department_X,1
439,Student_439,Department_X,1
440,Student_440,Department_X,3
441,Student_441,Department_X,1
442,Student_442,Department_X,1
443,Student_443,Department_X,3
444,Student_444,Department_X,2
445,Student_445,Department_X,1
446,Student_446,Department_X,2
447,Student_447,Department_X,1
448,Student_448,Department_X,2
449,Student_449,Department_X,2
450,Student_450,Department_X,3
451,Student_451,Department_X,3
452,Student_452,Department_X,1
453,Student_453,Department_X,1
454,Student_454,Department_X,3
455,Student_455,Department_X,1
456,Student_456,Department_X,1
457,Student_457,Department_X,3
458,Student_458,Department_X,2
459,Student_459,Department_X,1
460,Student_460,Department_X,3
461,Student_461,Department_X,1
462,Student_462,Department_X,1
463,Student_463,Department_X,3
464,Student_464,Department_X,3
465,Student_465,Department_X,1
466,Student_466,Department_X,1
467,Student_467,Department_X,2
468,Student_468,Department_X,2
469,Student_469,Department_X,3
470,Student_470,Department_X,1
471,Student_471,Department_X,3
472,Student_472,Department_X,3
473,Student_473,Department_X,1
474,Student_474,Department_X,2
475,Student_475,Department_X,3
476,Student_476,Department_X,3
477,Student_477,Department_X,1
478,Student_478,Department_X,2
479,Student_479,Department_X,2
480,Student_480,Department_X,1
481,Student_481,Department_X,3
482,Student_482,Department_X,1
483,Student_483,Department_X,1
484,Student_484,Department_X,2
485,Student_485,Department_X,3
486,Student_486,Department_X,3
487,Student_487,Department_X,2
488,Student_488,Department_X,3
489,Student_489,Department_X,3
490,Student_490,Department_X,1
491,Student_491,Department_X,1
492,Student_492,Department_X,1
493,Student_493,Department_X,3
494,Student_494,Department_X,3
495,Student_495,Department_X,3
496,Student_496,Department_X,3
497,Student_497,Department_X,2
498,Student_498,Department_X,2
499,Student_499,Department_X,3
